hour stock vwap
10 AFSI-E 8.75
10 AFSI-F 8.35
10 AFSS 14.68
10 AFST 14.9
10 AG 5.99
10 AGCO 63.87
10 AGE 3.89
10 AGEN 3.49
10 AGFSW 0.1
10 AGG 107.02
10 AGI 4.43
10 AGIO 51.45
10 AGLE 9.0
10 AGM 72.21
10 AGMH 26.99
10 AGN 143.83
10 AGNC 17.94
10 AGNCB 25.34
10 AGNCN 25.77
10 AGO 40.32
10 AGO-E 25.53
10 AGQ 28.22
10 AGR 49.17
10 AGRO 7.48
10 AGRX 0.82
10 AGS 24.59
10 AGTC 2.99
10 AGX 42.05
10 AGYS 17.83
10 AHH 14.87
10 AHL 41.79
10 AHT 4.92
10 AHT-F 21.2
10 AHT-G 21.03
10 AHT-I 21.38
10 AI 8.65
10 AIA 60.29
10 AIEQ 24.37
10 AIG 42.84
10 AIG+ 7.01
10 AIMC 30.0
10 AIMT 22.8
10 AIN 68.74
10 AINC 65.24
10 AINV 15.02
10 AIPT 1.08
10 AIQ 14.36
10 AIR 36.81
10 AIRG 10.91
10 AIT 58.3
10 AIV 49.42
10 AIZ 95.48
10 AJG 72.84
10 AJRD 38.59
10 AJX 12.81
10 AKAM 64.62
10 AKAO 1.69
10 AKBA 5.71
10 AKCA 28.12
10 AKER 1.13
10 AKG 0.77
10 AKO.B 22.5
10 AKP 13.7
10 AKR 28.36
10 AKRX 4.06
10 AKS 2.91
10 AKTS 7.52
10 AKTX 2.03
10 AL 38.32
10 ALB 80.16
10 ALBO 24.55
10 ALCO 30.18
10 ALDR 14.03
10 ALDX 8.73
10 ALE 75.34
10 ALEX 22.62
10 ALG 86.41
10 ALGN 232.56
10 ALGT 125.48
10 ALJJ 1.34
10 ALK 64.58
10 ALKS 32.69
10 ALL 87.23
10 ALL-A 25.32
10 ALLE 85.83
10 ALLK 39.14
10 ALLO 30.06
10 ALLT 6.76
10 ALLY 26.74
10 ALLY-A 26.24
10 ALNY 81.21
10 ALO 0.84
10 ALOT 19.97
10 ALP-Q 25.02
10 ALPN 6.9
10 ALRM 62.03
10 ALSK 1.93
10 ALSN 48.9
10 ALT 3.25
10 ALTM 8.2
10 ALTR 32.23
10 ALV 79.25
10 ALX 334.94
10 ALXN 121.15
10 ALYA 2.84
10 AM 26.27
10 AMAG 15.29
10 AMAL 18.81
10 AMAT 39.71
10 AMBA 38.09
10 AMBC 18.66
10 AMBR 8.52
10 AMC 14.09
10 AMCI 9.68
10 AMCX 62.02
10 AMD 22.92
10 AME 72.54
10 AMED 129.53
10 AMEH 18.86
10 AMG 104.97
10 AMGN 184.88
10 AMGP 13.87
10 AMH 21.93
10 AMH-D 24.57
10 AMH-E 23.71
10 AMID 4.09
10 AMJ 25.3
10 AMKR 7.93
10 AMLP 9.97
10 AMMA 0.29
10 AMN 64.36
10 AMNB 32.56
10 AMOT 41.65
10 AMP 120.11
10 AMPE 0.49
10 AMPH 22.19
10 AMR 1.0
10 AMRB 13.5
10 AMRC 14.82
10 AMRK 13.06
10 AMRN 16.9
10 AMRS 3.1
10 AMRX 11.91
10 AMSC 12.8
10 AMSF 59.77
10 AMSWA 11.14
10 AMT 170.57
10 AMTB 13.98
10 AMTBB 12.7
10 AMTD 55.37
10 AMWD 67.25
10 AMX 15.69
10 AMZA 5.94
10 AMZN 1669.02
10 AN 37.68
10 ANAB 65.28
10 ANAT 137.47
10 ANCX 24.18
10 ANDAU 10.05
10 ANDE 34.66
10 ANDX 36.0
10 ANET 210.05
10 ANF 21.55
10 ANFI 0.9
10 ANGI 16.55
10 ANGL 28.17
10 ANGO 20.74
10 ANH 4.48
10 ANH-C 24.65
10 ANIK 37.87
10 ANIP 54.24
10 ANSS 163.02
10 ANTM 297.39
10 ANY 2.67
10 AOA 51.41
10 AOBC 12.01
10 AOD 8.16
10 AOK 33.58
10 AOM 36.83
10 AON 154.27
10 AOR 43.13
10 AOS 47.76
10 AOSL 11.65
10 AP 3.44
10 APA 33.33
10 APAM 22.88
10 APC 47.8
10 APD 164.37
10 APDN 0.46
10 APEI 29.47
10 APH 87.98
10 APHA 7.6
10 APHB 0.25
10 APLE 16.11
10 APLS 13.53
10 APM 14.07
10 APO 27.65
10 APOG 33.72
10 APPF 60.98
10 APPN 31.54
10 APPS 2.28
10 APRN 1.42
10 APTO 2.07
10 APTS 16.0
10 APTV 73.84
10 APTX 5.26
10 APU 30.39
10 APVO 1.4
10 APY 34.53
10 APYX 8.62
10 AQ 8.86
10 AQN 10.98
10 AQST 7.21
10 AQUA 10.71
10 AR 10.49
10 ARAV 3.75
10 ARAY 4.38
10 ARC 2.38
10 ARCB 41.05
10 ARCC 16.24
10 ARCE 25.2
10 ARCH 86.93
10 ARCO 8.94
10 ARCT 5.01
10 ARD 11.79
10 ARDX 2.12
10 ARE 129.12
10 ARES 20.73
10 ARES-A 26.58
10 AREX 0.97
10 ARGO 65.67
10 ARGT 27.67
10 ARGX 103.59
10 ARI 18.01
10 ARKK 42.24
10 ARKQ 32.63
10 ARKR 18.55
10 ARLO 6.89
10 ARLP 19.51
10 ARMK 32.6
10 ARNA 44.81
10 ARNC 18.72
10 AROC 9.77
10 AROW 31.62
10 ARPO 3.9
10 ARQL 3.54
10 ARR 21.0
10 ARRS 31.26
10 ARRY 18.39
10 ARTNA 34.46
10 ARVN 17.33
10 ARW 75.46
10 ARWR 13.56
10 ASA 10.12
10 ASB 21.9
10 ASB-E 25.1
10 ASC 5.56
10 ASCMA 0.53
10 ASFI 4.27
10 ASG 4.9
10 ASGN 62.75
10 ASH 76.82
10 ASHR 23.93
10 ASIX 31.55
10 ASMB 21.86
10 ASML 177.2
10 ASNA 2.43
10 ASND 71.94
10 ASNS 2.8
10 ASPS 23.22
10 ASPU 4.53
10 ASR 179.37
10 ASRT 4.37
10 ASRV 4.14
10 AST 1.0
10 ASTE 36.61
10 ASUR 5.46
10 ASV 2.96
10 ASX 3.94
10 ASYS 4.99
10 AT 2.49
10 ATAI 1.02
10 ATAX 6.49
10 ATEC 1.55
10 ATEN 6.69
10 ATGE 49.11
10 ATH 42.73
10 ATHM 70.65
10 ATHN 134.55
10 ATHX 1.57
10 ATI 27.17
10 ATIS 0.31
10 ATKR 22.24
10 ATLC 3.42
10 ATLO 25.1
10 ATNI 73.62
10 ATNX 11.3
10 ATO 95.51
10 ATOM 3.71
10 ATR 97.88
10 ATRA 36.13
10 ATRC 29.65
10 ATRI 769.18
10 ATRO 30.77
10 ATRS 2.99
10 ATSG 23.33
10 ATTO 3.87
10 ATTU 24.78
10 ATU 22.58
10 ATUS 18.73
10 ATVI 46.22
10 ATXI 6.14
10 AU 13.8
10 AUBN 33.64
10 AUDC 14.76
10 AUMN 0.35
10 AUO 3.95
10 AUPH 6.36
10 AUTL 26.88
10 AUTO 3.15
10 AUY 2.76
10 AVA 41.52
10 AVAL 6.82
10 AVAV 74.51
10 AVB 190.96
10 AVCO 5.52
10 AVD 17.38
10 AVDL 2.79
10 AVEO 1.77
10 AVGO 270.81
10 AVGR 0.33
10 AVH 4.51
10 AVID 4.62
10 AVLR 39.58
10 AVNS 45.26
10 AVNW 13.78
10 AVP 1.88
10 AVRO 12.84
10 AVT 41.08
10 AVX 17.71
10 AVXL 1.86
10 AVY 102.29
10 AVYA 16.95
10 AWF 11.37
10 AWI 66.46
10 AWK 93.92
10 AWP 5.71
10 AWR 65.74
10 AWSM 2.62
10 AX 30.78
10 AXAS 1.17
10 AXDX 18.25
10 AXE 59.51
10 AXGN 16.27
10 AXL 14.51
10 AXNX 14.18
10 AXON 1.02
10 AXP 102.51
10 AXR 6.33
10 AXS 55.45
10 AXS-E 23.42
10 AXSM 8.38
10 AXTA 25.73
10 AXTI 4.1
10 AXU 1.06
10 AY 18.01
10 AYI 118.57
10 AYR 20.82
10 AYTU 1.19
10 AYX 70.68
10 AZN 35.97
10 AZO 843.12
10 AZPN 96.16
10 AZRE 10.92
10 AZRX 2.07
10 AZUL 29.12
10 AZZ 44.69
10 B 58.53
10 BA 388.1
10 BAB 29.56
10 BABA 166.57
10 BABY 33.55
10 BAC 29.14
10 BAC-B 26.19
10 BAC-C 26.31
10 BAC-L 1292.6
10 BAC-Y 25.8
10 BAH 48.29
10 BAK 27.94
10 BAM 42.39
10 BANC 14.86
10 BANC-E 25.58
10 BAND 44.24
10 BANF 53.69
10 BANR 54.89
10 BANX 20.84
10 BAP 236.85
10 BAS 4.83
10 BATRA 26.89
10 BATRK 26.83
10 BAX 71.63
10 BB 8.12
10 BBBY 14.64
10 BBC 24.55
10 BBCA 23.34
10 BBCP 7.78
10 BBD 11.57
10 BBDC 9.88
10 BBEU 22.71
10 BBGI 4.65
10 BBH 125.57
10 BBJP 22.52
10 BBK 14.1
10 BBL 44.52
10 BBN 21.52
10 BBSI 63.11
10 BBT 49.01
10 BBT-D 25.69
10 BBT-F 24.33
10 BBT-H 26.07
10 BBU 31.78
10 BBVA 6.06
10 BBX 6.12
10 BBY 59.01
10 BC 50.81
10 BCBP 11.55
10 BCC 26.8
10 BCE 43.11
10 BCEI 23.42
10 BCH 31.18
10 BCML 21.48
10 BCO 73.36
10 BCOR 29.02
10 BCOV 7.63
10 BCPC 81.98
10 BCRH 6.48
10 BCRX 8.66
10 BCS 8.49
10 BCSF 19.61
10 BCV 20.89
10 BCX 7.94
10 BDC 52.57
10 BDC-B 71.66
10 BDGE 30.62
10 BDJ 8.42
10 BDN 15.19
10 BDSI 4.5
10 BDX 245.39
10 BDXA 61.28
10 BE 9.23
10 BEAT 69.79
10 BECN 36.6
10 BEDU 10.23
10 BEL 24.9
10 BELFA 19.12
10 BELFB 22.98
10 BEN 29.21
10 BEP 29.07
10 BERY 50.7
10 BF.A 46.86
10 BF.B 46.5
10 BFAM 113.95
10 BFC 49.67
10 BFIN 15.19
10 BFK 12.84
10 BFR 13.58
10 BFS 53.4
10 BFST 23.21
10 BG 54.48
10 BGB 14.21
10 BGCP 6.14
10 BGFV 3.38
10 BGG 12.75
10 BGH 17.34
10 BGIO 8.73
10 BGNE 126.34
10 BGR 11.67
10 BGS 25.74
10 BGSF 24.4
10 BGT 12.14
10 BGY 5.38
10 BH 131.0
10 BHB 23.67
10 BHBK 23.52
10 BHC 24.1
10 BHE 24.85
10 BHF 36.98
10 BHGE 23.98
10 BHK 12.9
10 BHLB 27.85
10 BHP 50.83
10 BHR 10.86
10 BHVN 38.21
10 BIB 52.51
10 BICK 27.54
10 BID 39.02
10 BIDU 169.27
10 BIF 10.71
10 BIG 31.18
10 BIIB 327.11
10 BIL 91.62
10 BILI 17.85
10 BIO 244.2
10 BIOC 1.92
10 BIOL 1.9
10 BIOS 3.61
10 BIP 38.71
10 BIS 18.15
10 BITA 18.88
10 BIV 82.21
10 BJ 26.57
10 BJK 37.12
10 BJRI 51.45
10 BK 52.52
10 BKCC 6.13
10 BKD 8.26
10 BKE 17.42
10 BKEP 2.22
10 BKEPP 5.87
10 BKH 66.91
10 BKI 48.73
10 BKLN 22.47
10 BKNG 1822.45
10 BKS 5.81
10 BKU 34.23
10 BL 45.06
10 BLBD 19.54
10 BLCM 3.12
10 BLCN 21.3
10 BLD 49.9
10 BLDP 3.44
10 BLDR 12.96
10 BLFS 13.06
10 BLHY 23.68
10 BLK 408.15
10 BLKB 70.49
10 BLL 51.27
10 BLMN 19.03
10 BLMT 32.92
10 BLNK 2.43
10 BLNKW 0.55
10 BLPH 0.7
10 BLUE 129.8
10 BLV 88.28
10 BLX 18.74
10 BMA 57.01
10 BMCH 16.89
10 BME 39.41
10 BMI 52.3
10 BMO 74.26
10 BMRA 2.46
10 BMRC 42.32
10 BMRN 96.88
10 BMS 48.42
10 BMTC 37.28
10 BMY 48.87
10 BNCL 15.56
10 BND 79.69
10 BNDX 54.74
10 BNED 5.7
10 BNFT 54.19
10 BNO 17.42
10 BNS 56.69
10 BOCH 11.01
10 BOE 10.26
10 BOH 77.75
10 BOIL 24.76
10 BOKF 85.1
10 BOKFL 24.08
10 BOLD 23.88
10 BOMN 24.93
10 BOND 103.54
10 BOOM 34.64
10 BOOT 23.25
10 BOTZ 18.28
10 BOX 20.29
10 BOXL 2.56
10 BP 40.69
10 BPFH 11.73
10 BPI 7.94
10 BPL 30.52
10 BPMC 70.85
10 BPMP 16.37
10 BPOP 55.23
10 BPOPM 24.69
10 BPOPN 26.0
10 BPR 18.02
10 BPRAP 23.27
10 BPRN 29.85
10 BPTH 2.02
10 BPY 17.9
10 BR 100.62
10 BRAC 10.15
10 BRC 44.13
10 BREW 16.32
10 BRFS 6.44
10 BRK.B 206.01
10 BRKL 15.02
10 BRKR 35.28
10 BRKS 30.82
10 BRO 26.72
10 BRS 3.63
10 BRSS 29.75
10 BRX 17.06
10 BRY 11.69
10 BRZU 38.7
10 BSAC 31.96
10 BSBR 13.1
10 BSCJ 21.07
10 BSCK 21.1
10 BSCM 20.82
10 BSD 12.59
10 BSET 19.25
10 BSGM 4.27
10 BSIG 12.41
10 BSJK 23.92
10 BSJL 24.43
10 BSJM 24.18
10 BSMX 7.45
10 BSRR 26.55
10 BST 30.39
10 BSTC 64.17
10 BSTI 4.74
10 BSV 78.91
10 BSVN 15.59
10 BSX 37.46
10 BT 15.44
10 BTA 11.53
10 BTAI 5.48
10 BTE 1.69
10 BTG 3.08
10 BTI 34.55
10 BTU 36.19
10 BTX 1.42
10 BUD 74.92
10 BURL 170.07
10 BUSE 25.52
10 BV 14.43
10 BVN 15.37
10 BVSN 1.72
10 BVXV 5.28
10 BW 0.49
10 BWA 40.5
10 BWB 11.23
10 BWFG 29.04
10 BWX 28.02
10 BWXT 46.03
10 BX 32.98
10 BXC 27.75
10 BXE 0.5
10 BXG 12.8
10 BXMT 34.1
10 BXP 129.96
10 BXS 29.32
10 BY 18.57
10 BYD 26.64
10 BYFC 1.37
10 BYM 12.98
10 BYSI 17.83
10 BZH 12.01
10 BZQ 25.7
10 BZUN 34.39
10 C 64.3
10 C-K 26.75
10 C-S 26.17
10 CAAP 6.97
10 CABO 852.74
10 CAC 39.88
10 CACC 413.26
10 CACI 158.71
10 CADE 19.14
10 CAE 21.42
10 CAG 21.45
10 CAH 48.68
10 CAI 24.56
10 CAJ 29.02
10 CAKE 45.15
10 CAL 29.68
10 CALA 4.4
10 CALM 42.44
10 CALX 10.68
10 CAMP 14.23
10 CAMT 7.05
10 CANF 1.2
10 CAPE 120.57
10 CAPL 17.49
10 CAPR 0.51
10 CAR 26.71
10 CARA 15.07
10 CARB 28.11
10 CARG 41.57
10 CARO 34.69
10 CARS 26.99
10 CART 8.03
10 CARZ 34.17
10 CASA 11.73
10 CASH 23.86
10 CASI 3.51
10 CASM 1.66
10 CASS 51.09
10 CASY 129.51
10 CAT 130.27
10 CATC 75.01
10 CATM 28.56
10 CATO 14.81
10 CATS 11.62
10 CATY 37.22
10 CAW 2.33
10 CB 132.6
10 CBAT 1.12
10 CBAY 8.66
10 CBB 8.19
10 CBD 26.5
10 CBFV 24.12
10 CBH 8.83
10 CBIO 8.55
10 CBL 2.42
10 CBL-E 13.0
10 CBLK 15.15
10 CBM 44.52
10 CBMG 17.53
10 CBNK 11.49
10 CBOE 93.26
10 CBPO 78.16
10 CBPX 25.87
10 CBRE 45.3
10 CBRL 166.29
10 CBS 49.43
10 CBSH 60.72
10 CBSHP 25.73
10 CBT 47.59
10 CBTX 31.81
10 CBU 60.38
10 CBZ 19.58
10 CC 36.2
10 CCB 15.31
10 CCBG 23.83
10 CCC 10.42
10 CCCL 1.86
10 CCD 19.31
10 CCEP 46.12
10 CCF 96.05
10 CCI 115.58
10 CCJ 12.04
10 CCK 49.6
10 CCL 57.54
10 CCLP 2.64
10 CCMP 102.01
10 CCNE 25.69
10 CCO 5.4
10 CCOI 47.2
10 CCRN 9.44
10 CCS 22.42
10 CCU 27.17
10 CCXI 12.32
10 CDAY 40.64
10 CDE 5.04
10 CDEV 13.43
10 CDK 48.58
10 CDLX 17.21
10 CDMO 3.76
10 CDNA 26.84
10 CDNS 47.48
10 CDR 3.47
10 CDR-B 24.89
10 CDR-C 19.65
10 CDTX 2.86
10 CDW 82.86
10 CDXC 3.26
10 CDXS 17.67
10 CDZI 10.19
10 CE 97.96
10 CECE 6.9
10 CECO 12.81
10 CEF 12.97
10 CEFL 13.77
10 CEI 0.47
10 CEIX 35.06
10 CEL 5.08
10 CELC 22.11
10 CELG 87.9
10 CELH 3.79
10 CEM 12.29
10 CEMI 6.97
10 CEN 8.22
10 CENT 39.33
10 CENTA 35.56
10 CENX 8.9
10 CEO 165.17
10 CEPU 10.33
10 CEQP 32.82
10 CERC 5.15
10 CERN 54.53
10 CERS 5.69
10 CET 26.29
10 CETV 3.07
10 CETX 0.75
10 CEV 11.46
10 CEVA 28.28
10 CF 43.06
10 CFBI 10.7
10 CFBK 12.96
10 CFFAU 10.1
10 CFFI 49.82
10 CFFN 13.01
10 CFG 34.67
10 CFG-D 25.45
10 CFMS 0.55
10 CFR 99.36
10 CFRX 0.51
10 CFX 24.97
10 CG 18.0
10 CGBD 14.85
10 CGC 47.97
10 CGIX 0.25
10 CGNX 44.64
10 CGO 11.57
10 CHA 54.96
10 CHAD 36.35
10 CHAP 7.94
10 CHAU 17.09
10 CHCO 72.36
10 CHCT 32.27
10 CHD 63.18
10 CHDN 90.82
10 CHE 296.74
10 CHEF 32.48
10 CHEK 3.54
10 CHFC 44.73
10 CHFS 8.31
10 CHGG 34.63
10 CHH 78.75
10 CHI 10.25
10 CHIX 16.1
10 CHK 2.89
10 CHKP 111.01
10 CHL 52.57
10 CHMA 3.46
10 CHMG 42.11
10 CHMI 18.51
10 CHRA 7.29
10 CHRS 12.99
10 CHRW 86.56
10 CHS 5.76
10 CHSCL 27.6
10 CHSCM 25.89
10 CHSCN 26.61
10 CHSCO 27.88
10 CHSCP 28.99
10 CHSP 27.93
10 CHT 35.02
10 CHTR 290.05
10 CHU 11.49
10 CHUY 22.22
10 CHW 7.64
10 CHY 11.0
10 CI 199.33
10 CIA 7.3
10 CIB 43.67
10 CIBR 25.58
10 CIEN 37.46
10 CIF 2.33
10 CIG 3.74
10 CIGI 61.95
10 CIK 2.98
10 CIM 18.94
10 CINF 80.09
10 CIO 11.44
10 CIR 27.31
10 CISN 11.99
10 CIT 47.01
10 CIVB 18.92
10 CIVI 17.68
10 CIZN 21.72
10 CJ 15.76
10 CJNK 25.37
10 CKH 41.7
10 CKPT 3.79
10 CKX 10.28
10 CL 63.82
10 CLAR 11.2
10 CLB 68.12
10 CLBK 14.69
10 CLBS 4.91
10 CLCT 13.57
10 CLD 0.41
10 CLDR 13.13
10 CLDT 20.06
10 CLDX 0.41
10 CLF 10.78
10 CLFD 12.07
10 CLGX 36.39
10 CLH 59.6
10 CLI 20.21
10 CLIR 1.22
10 CLLS 16.8
10 CLM 12.06
10 CLNC 16.46
10 CLNE 1.89
10 CLNY 5.86
10 CLNY-B 25.04
10 CLNY-E 25.35
10 CLNY-J 20.91
10 CLPR 12.97
10 CLPS 6.48
10 CLR 47.12
10 CLRB 2.01
10 CLRO 1.97
10 CLS 9.83
10 CLSD 1.17
10 CLSN 2.14
10 CLUB 5.92
10 CLVS 24.42
10 CLW 33.73
10 CLX 145.68
10 CLXT 12.81
10 CM 84.6
10 CMA 81.2
10 CMBS 50.61
10 CMC 17.49
10 CMCM 6.56
10 CMCO 35.42
10 CMCSA 35.43
10 CMD 80.2
10 CME 180.41
10 CMF 58.42
10 CMFN 7.69
10 CMG 532.57
10 CMI 146.4
10 CMLS 12.08
10 CMO 7.2
10 CMO-E 24.86
10 CMP 52.49
10 CMPR 115.89
10 CMRE 4.99
10 CMRX 2.39
10 CMS 51.42
10 CMSA 24.96
10 CMSSR 0.28
10 CMT 8.54
10 CMTA 13.26
10 CMTL 24.87
10 CMU 4.54
10 CNA 45.36
10 CNAT 2.29
10 CNBKA 76.59
10 CNC 129.78
10 CNCE 14.22
10 CNDT 12.6
10 CNET 1.52
10 CNFR 4.58
10 CNHI 10.21
10 CNI 83.51
10 CNK 40.15
10 CNMD 68.93
10 CNNE 18.79
10 CNO 17.72
10 CNOB 20.3
10 CNP 30.22
10 CNQ 27.27
10 CNSL 10.43
10 CNST 6.93
10 CNTY 7.83
10 CNX 13.52
10 CNXM 17.46
10 CNXN 31.89
10 CO 6.24
10 COCP 2.89
10 CODI 14.81
10 CODI-B 20.44
10 CODX 2.29
10 COF 80.9
10 COF-D 26.05
10 COF-F 26.16
10 COF-G 24.08
10 COF-P 25.24
10 COG 25.31
10 COHR 118.16
10 COHU 17.6
10 COKE 211.18
10 COLB 36.55
10 COLD 28.67
10 COLL 15.88
10 COLM 88.64
10 COMM 21.02
10 CONE 53.41
10 CONN 20.49
10 COO 277.17
10 COOP 15.21
10 COP 65.81
10 COPX 20.08
10 COR 97.5
10 CORE 27.99
10 CORN 16.35
10 CORR 35.56
10 CORT 11.77
10 CORV 3.77
10 COST 211.35
10 COT 14.95
10 COTY 7.22
10 COUP 80.21
10 COWN 15.67
10 CP 206.75
10 CPA 94.89
10 CPB 34.87
10 CPE 8.23
10 CPF 28.74
10 CPG 2.98
10 CPHC 15.7
10 CPIX 5.43
10 CPK 89.57
10 CPLG 12.14
10 CPLP 2.18
10 CPRI 42.97
10 CPRT 50.15
10 CPRX 2.46
10 CPS 74.99
10 CPSI 26.02
10 CPSS 3.82
10 CPST 0.87
10 CPT 96.47
10 CPTA 8.26
10 CQP 40.44
10 CQQQ 44.0
10 CR 83.29
10 CRAI 42.08
10 CRAY 21.6
10 CRBP 7.22
10 CRC 20.49
10 CRCM 23.14
10 CRD.A 9.37
10 CREE 49.2
10 CREG 1.17
10 CRESY 13.52
10 CREX 2.43
10 CRH 29.09
10 CRI 84.54
10 CRIS 1.16
10 CRK 6.05
10 CRL 122.51
10 CRM 149.3
10 CRMD 1.87
10 CRMT 69.9
10 CRNT 4.36
10 CRNX 24.59
10 CRON 18.46
10 CROX 28.44
10 CRR 4.3
10 CRS 45.22
10 CRSP 32.24
10 CRT 12.27
10 CRTO 24.76
10 CRUS 38.47
10 CRVL 62.4
10 CRVS 3.9
10 CRY 27.28
10 CRZO 12.42
10 CS 12.44
10 CSBR 11.25
10 CSCO 46.71
10 CSFL 24.72
10 CSGP 384.34
10 CSGS 35.39
10 CSII 30.03
10 CSIQ 20.86
10 CSL 107.53
10 CSLT 2.78
10 CSML 24.88
10 CSOD 55.73
10 CSQ 11.85
10 CSS 8.75
10 CSSE 7.65
10 CSTE 14.92
10 CSTM 8.15
10 CSTR 15.98
10 CSU 7.07
10 CSV 19.74
10 CSWC 21.54
10 CSWI 51.5
10 CSX 66.44
10 CTAA 24.6
10 CTAS 186.54
10 CTB 34.29
10 CTBI 41.03
10 CTIC 1.16
10 CTK 11.91
10 CTL 14.99
10 CTLT 36.56
10 CTMX 16.64
10 CTO 59.66
10 CTR 9.82
10 CTRA 64.2
10 CTRC 3.77
10 CTRE 21.97
10 CTRL 19.66
10 CTRN 20.73
10 CTRP 32.36
10 CTS 28.0
10 CTSH 69.78
10 CTSO 7.38
10 CTT 8.94
10 CTV 22.5
10 CTWS 67.34
10 CTXR 0.98
10 CTXRW 0.3
10 CTXS 101.41
10 CTY 19.98
10 CUB 63.97
10 CUBA 5.6
10 CUBE 30.67
10 CUBI 20.03
10 CUE 5.02
10 CUI 1.6
10 CUK 56.73
10 CULP 18.45
10 CUR 0.42
10 CURE 52.09
10 CURO 12.53
10 CUT 27.71
10 CUTR 14.0
10 CUZ 8.83
10 CVA 15.8
10 CVBF 22.0
10 CVCO 160.08
10 CVCY 19.78
10 CVE 8.1
10 CVEO 2.26
10 CVGI 7.38
10 CVGW 80.06
10 CVI 40.02
10 CVIA 4.75
10 CVLT 65.5
10 CVLY 22.28
10 CVM 2.88
10 CVNA 37.36
10 CVRS 1.17
10 CVS 65.95
10 CVTI 24.15
10 CVV 4.48
10 CVX 113.01
10 CW 113.64
10 CWAI 24.64
10 CWB 50.01
10 CWBR 3.19
10 CWCO 12.8
10 CWEB 23.82
10 CWEN 14.86
10 CWEN.A 14.46
10 CWH 14.11
10 CWI 35.12
10 CWK 16.2
10 CWST 29.98
10 CWT 46.76
10 CX 5.36
10 CXDC 2.61
10 CXE 4.91
10 CXO 120.59
10 CXP 21.57
10 CXSE 67.61
10 CXW 19.49
10 CY 14.05
10 CYBE 20.89
10 CYBR 86.62
10 CYD 16.64
10 CYH 3.75
10 CYOU 20.03
10 CYRX 10.17
10 CYTK 6.95
10 CYTR 0.57
10 CYTX 0.3
10 CZFC 22.45
10 CZNC 24.92
10 CZR 8.99
10 CZWI 11.68
10 CZZ 10.75
10 D 69.51
10 DAIO 5.87
10 DAKT 7.57
10 DAL 50.29
10 DAN 17.73
10 DAR 21.24
10 DARE 0.8
10 DATA 128.22
10 DAVA 24.07
10 DB 9.31
10 DBA 17.0
10 DBB 16.31
10 DBC 15.6
10 DBD 4.19
10 DBEF 29.66
10 DBEU 26.74
10 DBL 19.59
10 DBO 9.96
10 DBP 37.41
10 DBVT 6.7
10 DBX 23.89
10 DCAR 0.38
10 DCF 8.42
10 DCI 47.43
10 DCIX 0.8
10 DCO 39.29
10 DCOM 19.63
10 DCP 33.97
10 DCP-C 23.58
10 DCPH 26.23
10 DDD 12.33
10 DDF 12.61
10 DDM 43.15
10 DDS 66.96
10 DDT 26.74
10 DDWM 27.64
10 DE 162.95
10 DEA 17.8
10 DECK 126.91
10 DEI 37.61
10 DELL 47.89
10 DEM 43.94
