hour stock vwap
9 AMNB 32.54
9 AMOT 42.0
9 AMP 120.81
9 AMPE 0.5
9 AMPH 22.06
9 AMR 1.02
9 AMRC 14.77
9 AMRH 0.23
9 AMRN 16.88
9 AMRS 3.08
9 AMRX 12.0
9 AMSC 12.84
9 AMSF 59.44
9 AMSWA 11.15
9 AMT 170.8
9 AMTB 14.02
9 AMTD 55.69
9 AMTX 1.01
9 AMU 15.98
9 AMWD 67.48
9 AMX 15.63
9 AMZN 1664.39
9 AN 37.55
9 ANAB 65.5
9 ANAT 137.49
9 ANCX 24.26
9 ANDE 34.84
9 ANDX 36.08
9 ANET 209.14
9 ANF 21.55
9 ANGI 16.42
9 ANGO 20.73
9 ANH 4.5
9 ANIK 37.85
9 ANIP 53.8
9 ANIX 5.2
9 ANSS 162.35
9 ANTM 298.45
9 AOA 51.32
9 AOBC 12.06
9 AOD 8.16
9 AOK 33.48
9 AOM 36.82
9 AON 153.94
9 AOR 43.05
9 AOS 47.54
9 AOSL 11.64
9 AP 3.41
9 APA 33.33
9 APAM 22.75
9 APC 47.6
9 APD 164.15
9 APDN 0.46
9 APEI 29.3
9 APH 87.76
9 APHA 7.69
9 APHB 0.25
9 APLE 16.2
9 APLS 13.33
9 APM 13.63
9 APO 27.57
9 APOG 33.59
9 APOP 2.36
9 APPF 60.7
9 APPN 31.58
9 APPS 2.29
9 APRN 1.43
9 APTO 2.0
9 APTS 16.02
9 APTV 73.5
9 APTX 5.26
9 APU 30.51
9 APVO 1.41
9 APY 34.71
9 APYX 8.7
9 AQ 8.87
9 AQB 2.23
9 AQMS 2.25
9 AQN 10.98
9 AQST 7.13
9 AQUA 10.68
9 AQXP 2.27
9 AR 10.41
9 ARA 12.1
9 ARAY 4.38
9 ARCB 40.73
9 ARCC 16.27
9 ARCE 25.29
9 ARCH 86.81
9 ARCO 8.86
9 ARCT 5.0
9 ARD 11.83
9 ARE 129.13
9 ARES 20.71
9 ARGD 25.29
9 ARGO 65.67
9 ARGT 27.74
9 ARGX 102.93
9 ARI 18.0
9 ARLO 6.94
9 ARLP 19.55
9 ARMK 32.54
9 ARNA 44.42
9 ARNC 18.82
9 ARNC- 87.0
9 AROC 9.75
9 AROW 31.2
9 ARQL 3.44
9 ARR 21.1
9 ARR-B 24.58
9 ARRS 31.27
9 ARRY 18.27
9 ARTNA 34.49
9 ARTW 1.9
9 ARW 75.41
9 ARWR 13.47
9 ASA 10.17
9 ASB 22.04
9 ASGN 62.23
9 ASH 76.87
9 ASHR 23.92
9 ASIX 31.44
9 ASLN 3.5
9 ASM 0.61
9 ASMB 21.63
9 ASML 176.38
9 ASNA 2.42
9 ASND 71.82
9 ASNS 2.76
9 ASPN 2.7
9 ASPS 23.11
9 ASR 178.99
9 ASRT 4.33
9 AST 1.0
9 ASTE 36.6
9 ASUR 5.41
9 ASX 3.94
9 ASYS 5.0
9 AT 2.48
9 ATEC 1.53
9 ATEN 6.65
9 ATGE 49.12
9 ATH 42.43
9 ATHM 70.26
9 ATHN 134.62
9 ATHX 1.58
9 ATI 27.06
9 ATKR 22.25
9 ATLO 25.09
9 ATNI 73.57
9 ATNM 0.56
9 ATNX 11.35
9 ATO 95.52
9 ATR 98.11
9 ATRA 35.49
9 ATRC 29.8
9 ATRI 774.87
9 ATRO 30.81
9 ATRS 2.97
9 ATSG 23.29
9 ATTO 3.83
9 ATTU 24.73
9 ATU 22.66
9 ATUS 18.71
9 ATVI 46.04
9 ATXI 5.99
9 AU 13.87
9 AUDC 14.75
9 AUG 1.03
9 AUMN 0.34
9 AUO 3.92
9 AUPH 6.36
9 AUTL 26.9
9 AUTO 3.15
9 AUY 2.79
9 AVA 41.59
9 AVAL 6.81
9 AVAV 75.01
9 AVB 191.28
9 AVCO 5.65
9 AVD 17.29
9 AVDL 2.76
9 AVEO 1.76
9 AVGO 272.11
9 AVGR 0.33
9 AVID 4.6
9 AVLR 39.69
9 AVNS 45.15
9 AVP 1.91
9 AVRO 12.96
9 AVT 40.92
9 AVX 17.66
9 AVY 102.43
9 AVYA 16.86
9 AWF 11.34
9 AWI 66.29
9 AWK 94.25
9 AWP 5.71
9 AWR 65.83
9 AWRE 3.52
9 AWSM 2.61
9 AX 30.86
9 AXAS 1.2
9 AXDX 18.3
9 AXE 59.78
9 AXGN 16.34
9 AXL 14.52
9 AXP 102.35
9 AXS 55.35
9 AXS-D 23.39
9 AXS-E 23.33
9 AXSM 8.26
9 AXTA 25.85
9 AXTI 4.07
9 AY 18.1
9 AYI 119.48
9 AYR 20.82
9 AYTU 1.2
9 AYX 70.64
9 AZN 35.92
9 AZO 842.59
9 AZPN 95.63
9 AZRE 10.89
9 AZUL 28.97
9 AZZ 44.5
9 B 58.66
9 BA 387.72
9 BABA 166.89
9 BABY 33.33
9 BAC 29.38
9 BAH 48.38
9 BAK 28.04
9 BAM 42.32
9 BANC 14.99
9 BANC-E 25.54
9 BAND 43.9
9 BANF 53.79
9 BANR 55.04
9 BAP 238.14
9 BAS 4.87
9 BATRA 27.05
9 BATRK 26.88
9 BAX 71.63
9 BB 8.08
9 BBAX 24.42
9 BBBY 14.67
9 BBCP 7.84
9 BBD 11.52
9 BBDO 10.38
9 BBEU 22.72
9 BBL 44.49
9 BBN 21.55
9 BBSI 63.15
9 BBT 49.21
9 BBT-F 24.18
9 BBT-G 24.06
9 BBT-H 26.02
9 BBVA 6.09
9 BBY 58.98
9 BC 51.08
9 BCBP 11.58
9 BCC 27.04
9 BCE 43.16
9 BCEI 23.56
9 BCH 31.19
9 BCML 21.39
9 BCO 73.35
9 BCOR 29.07
9 BCPC 82.16
9 BCRH 6.51
9 BCRX 8.7
9 BCS 8.5
9 BCSF 19.45
9 BCTF 15.0
9 BCX 7.95
9 BDC 52.71
9 BDCL 13.52
9 BDGE 30.68
9 BDJ 8.41
9 BDN 15.26
9 BDSI 4.5
9 BDX 244.8
9 BDXA 61.15
9 BE 9.4
9 BEAT 69.74
9 BECN 36.76
9 BEDU 10.26
9 BEL 24.91
9 BELFB 22.86
9 BEN 29.48
9 BEP 29.11
9 BERY 50.6
9 BF.A 46.96
9 BF.B 46.46
9 BFAM 113.99
9 BFIN 15.24
9 BFR 13.5
9 BFS 53.58
9 BFST 23.27
9 BG 54.54
9 BGB 14.18
9 BGCP 6.16
9 BGFV 3.44
9 BGG 12.69
9 BGH 17.26
9 BGNE 126.22
9 BGR 11.73
9 BGS 26.11
9 BGX 14.86
9 BGY 5.37
9 BH 131.03
9 BHB 23.67
9 BHBK 23.5
9 BHC 24.09
9 BHE 24.92
9 BHF 36.93
9 BHFAL 24.76
9 BHGE 24.04
9 BHLB 28.05
9 BHP 50.75
9 BHR 10.87
9 BHVN 38.36
9 BIB 52.51
9 BID 39.07
9 BIDU 169.47
9 BIF 10.71
9 BIG 31.17
9 BIIB 327.06
9 BIL 91.62
9 BILI 18.23
9 BIO 242.8
9 BIOC 1.94
9 BIOL 1.79
9 BIOS 3.61
9 BIP 38.75
9 BIT 16.4
9 BITA 18.98
9 BIV 82.08
9 BJ 26.5
9 BJRI 51.69
9 BK 52.71
9 BKD 8.25
9 BKE 17.41
9 BKEP 2.24
9 BKEPP 5.84
9 BKF 41.01
9 BKH 66.77
9 BKI 48.35
9 BKLN 22.47
9 BKNG 1822.81
9 BKS 5.81
9 BKU 34.27
9 BL 45.06
9 BLCM 3.11
9 BLD 49.39
9 BLDP 3.44
9 BLDR 12.89
9 BLFS 13.03
9 BLHY 23.72
9 BLK 408.98
9 BLKB 70.46
9 BLL 51.56
9 BLMN 19.02
9 BLNK 2.38
9 BLPH 0.68
9 BLRX 0.64
9 BLUE 129.22
9 BLV 88.17
9 BLW 14.19
9 BLX 18.69
9 BMA 56.87
9 BMCH 16.81
9 BME 39.26
9 BMI 51.85
9 BMO 74.09
9 BMRC 43.32
9 BMRN 96.09
9 BMS 48.32
9 BMTC 37.48
9 BMY 49.02
9 BNCL 15.59
9 BND 79.67
9 BNDW 75.32
9 BNDX 54.7
9 BNED 5.7
9 BNFT 54.42
9 BNGOW 1.56
9 BNS 56.73
9 BOE 10.26
9 BOH 78.07
9 BOIL 24.59
9 BOKF 85.6
9 BOKFL 24.15
9 BOLD 23.43
9 BOMN 24.94
9 BOND 103.51
9 BOOM 34.67
9 BOOT 23.39
9 BOTZ 18.28
9 BOX 20.23
9 BP 40.7
9 BPFH 11.78
9 BPL 30.52
9 BPMC 70.16
9 BPMP 16.43
9 BPMX 0.1
9 BPOP 55.52
9 BPOPN 25.99
9 BPR 17.95
9 BPRAP 23.28
9 BPY 17.8
9 BR 100.14
9 BRC 43.94
9 BREW 16.33
9 BRFS 6.44
9 BRG 10.52
9 BRK.B 206.48
9 BRKL 15.04
9 BRKR 35.25
9 BRKS 30.68
9 BRO 26.76
9 BRS 3.68
9 BRSS 29.76
9 BRT 12.6
9 BRX 17.02
9 BRY 11.75
9 BRZU 38.21
9 BSAC 32.02
9 BSBR 12.91
9 BSCJ 20.44
9 BSCK 21.1
9 BSCL 20.86
9 BSCM 20.81
9 BSCO 20.31
9 BSCS 20.14
9 BSD 12.6
9 BSET 19.31
9 BSIG 12.41
9 BSJK 23.86
9 BSJM 24.12
9 BSMX 7.42
9 BSRR 26.78
9 BST 30.14
9 BSTC 64.05
9 BSTI 4.7
9 BSV 78.82
9 BSVN 15.33
9 BSX 37.36
9 BT 15.38
9 BTAI 5.39
9 BTE 1.7
9 BTG 3.11
9 BTI 34.47
9 BTO 34.06
9 BTU 36.07
9 BTX 1.41
9 BUD 75.03
9 BURL 170.67
9 BUSE 25.64
9 BV 14.33
9 BVN 15.54
9 BVXV 5.26
9 BW 0.49
9 BWA 40.57
9 BWB 11.28
9 BWX 27.95
9 BWXT 46.23
9 BWZ 30.96
9 BX 32.8
9 BXC 27.39
9 BXG 12.8
9 BXMT 34.2
9 BXP 129.79
9 BXS 29.35
9 BY 18.7
9 BYD 26.7
9 BZH 12.0
9 BZQ 25.84
9 BZUN 34.62
9 C 64.29
9 C-J 26.76
9 C-K 26.75
9 C-S 26.2
9 CAAP 6.93
9 CABO 859.21
9 CAC 40.06
9 CACC 413.36
9 CACI 159.06
9 CADE 19.22
9 CAF 19.59
9 CAG 21.51
9 CAH 48.52
9 CAI 24.56
9 CAJ 28.94
9 CAKE 45.2
9 CAL 29.73
9 CALA 4.41
9 CALM 42.64
9 CALX 10.73
9 CAMP 14.23
9 CAMT 7.02
9 CANF 1.2
9 CAPL 17.5
9 CAPR 0.52
9 CAR 26.67
9 CARA 14.83
9 CARB 28.18
9 CARG 41.13
9 CARO 34.8
9 CARS 27.28
9 CASA 11.74
9 CASH 23.98
9 CASI 3.55
9 CASS 51.13
9 CASY 129.67
9 CAT 130.19
9 CATB 6.15
9 CATC 75.12
9 CATM 28.38
9 CATO 14.92
9 CATS 11.67
9 CATY 37.44
9 CB 132.66
9 CBAT 1.09
9 CBAY 8.67
9 CBB 8.22
9 CBD 26.37
9 CBIO 8.46
9 CBK 0.6
9 CBL 2.45
9 CBL-E 13.0
9 CBLK 15.27
9 CBM 44.55
9 CBMG 17.39
9 CBOE 93.74
9 CBPO 77.95
9 CBPX 25.83
9 CBRE 45.04
9 CBRL 166.44
9 CBS 49.54
9 CBSH 61.11
9 CBSHP 25.73
9 CBT 47.5
9 CBTX 31.96
9 CBU 60.52
9 CBZ 19.74
9 CC 35.93
9 CCBG 23.76
9 CCCL 1.82
9 CCD 19.4
9 CCEP 46.11
9 CCF 96.37
9 CCI 115.83
9 CCIH 1.18
9 CCJ 12.09
9 CCK 49.7
9 CCL 57.57
9 CCLP 2.59
9 CCMP 101.52
9 CCNE 25.62
9 CCO 5.45
9 CCOI 47.33
9 CCRN 9.41
9 CCS 22.28
9 CCU 27.1
9 CCXI 12.01
9 CDAY 40.19
9 CDE 5.06
9 CDEV 13.36
9 CDK 48.53
9 CDLX 16.65
9 CDMO 3.75
9 CDNA 26.66
9 CDNS 47.08
9 CDR 3.52
9 CDR-B 24.76
9 CDR-C 19.6
9 CDTX 2.85
9 CDW 82.72
9 CDXC 3.26
9 CDXS 17.69
9 CDZI 10.24
9 CE 97.83
9 CECE 6.84
9 CECO 12.76
9 CEE 24.5
9 CEF 12.96
9 CEI 0.47
9 CEIX 35.22
9 CELG 87.74
9 CEMB 49.02
9 CEMI 6.97
9 CEN 8.25
9 CENT 39.51
9 CENTA 35.67
9 CENX 8.8
9 CEO 164.98
9 CEPU 10.2
9 CEQP 32.72
9 CERC 5.11
9 CERN 54.58
9 CERS 5.74
9 CET 26.21
9 CETV 3.04
9 CEVA 28.23
9 CF 42.97
9 CFFAU 10.08
9 CFFI 49.82
9 CFFN 13.01
9 CFG 34.96
9 CFMS 0.55
9 CFR 99.84
9 CFX 25.07
9 CG 17.91
9 CGBD 14.82
9 CGC 48.83
9 CGEN 3.6
9 CGIX 0.25
9 CGNX 44.34
9 CGW 33.36
9 CHA 54.95
9 CHAD 36.35
9 CHAP 7.92
9 CHAU 17.1
9 CHCO 72.44
9 CHCT 32.38
9 CHD 63.45
9 CHDN 90.76
9 CHE 295.34
9 CHEF 32.27
9 CHEK 3.57
9 CHFC 44.68
9 CHFS 8.31
9 CHGG 34.75
9 CHH 78.56
9 CHI 10.22
9 CHK 2.93
9 CHKP 109.79
9 CHL 52.47
9 CHMA 3.51
9 CHMI 18.53
9 CHN 18.96
9 CHRA 7.18
9 CHRS 12.81
9 CHRW 86.0
9 CHS 5.76
9 CHSCM 25.86
9 CHSCN 26.61
9 CHSCO 27.77
9 CHSCP 29.0
9 CHSP 27.94
9 CHT 34.94
9 CHTR 292.16
9 CHU 11.49
9 CHUY 21.94
9 CHW 7.66
9 CHY 11.02
9 CI 199.0
9 CIA 7.3
9 CIB 43.43
9 CIBR 25.6
9 CIEN 37.24
9 CIG 3.75
9 CIGI 61.38
9 CII 15.15
9 CIM 18.99
9 CIM-A 25.35
9 CIM-D 24.89
9 CINF 80.2
9 CIO 11.46
9 CIR 26.67
9 CISN 12.02
9 CIT 47.03
9 CIVB 18.97
9 CIVI 17.68
9 CIX 14.67
9 CJ 15.72
9 CJJD 2.1
9 CKH 41.84
9 CL 63.8
9 CLAR 11.18
9 CLB 68.05
9 CLBK 14.72
9 CLBS 4.98
9 CLD 0.4
9 CLDR 13.08
9 CLDT 20.16
9 CLDX 0.41
9 CLF 10.84
9 CLFD 12.21
9 CLGX 36.0
9 CLH 59.32
9 CLI 20.29
9 CLLS 16.61
9 CLM 12.03
9 CLNC 16.47
9 CLNE 1.89
9 CLNY 5.87
9 CLNY-G 21.83
9 CLNY-I 20.47
9 CLPS 6.43
9 CLR 46.83
9 CLRO 1.97
9 CLS 9.84
9 CLUB 5.99
9 CLVS 24.3
9 CLW 33.7
9 CLX 146.17
9 CLXT 12.85
9 CM 84.63
9 CMA 82.17
9 CMC 17.55
9 CMCM 6.53
9 CMCO 35.48
9 CMCSA 35.63
9 CMD 80.26
9 CME 181.95
9 CMFNL 25.19
9 CMG 533.18
9 CMI 147.07
9 CMLS 12.04
9 CMO 7.24
9 CMP 52.39
9 CMPR 115.83
9 CMRX 2.34
9 CMS 51.29
9 CMSC 25.46
9 CMSSR 0.28
9 CMTL 24.89
9 CMU 4.54
9 CN 31.34
9 CNA 45.54
9 CNAT 2.3
9 CNBKA 76.53
9 CNC 129.69
9 CNCE 14.13
9 CNDT 12.52
9 CNET 1.57
9 CNHI 10.19
9 CNI 83.46
9 CNK 40.3
9 CNMD 68.59
9 CNNE 18.77
9 CNO 17.72
9 CNOB 20.19
9 CNP 30.27
9 CNQ 27.34
9 CNS 37.09
9 CNSL 10.44
9 CNST 6.98
9 CNTY 7.73
9 CNX 13.55
9 CNXM 17.43
9 CNXN 32.03
9 CODI 14.75
9 CODX 2.3
9 COF 80.82
9 COF-F 26.14
9 COF-P 25.22
9 COG 25.43
9 COHR 117.4
9 COHU 17.66
9 COKE 211.75
9 COLB 36.72
9 COLD 28.72
9 COLL 15.96
9 COLM 88.65
9 COMM 21.01
9 CONE 53.42
9 CONN 20.87
9 COO 277.48
9 COOP 15.17
9 COP 65.74
9 COPX 20.07
9 COR 97.29
9 CORE 28.01
9 CORR 35.68
9 CORT 11.73
9 CORV 3.64
9 COST 211.4
9 COT 15.01
9 COTY 7.21
9 COUP 79.51
9 COWN 15.66
9 CP 207.11
9 CPA 94.47
9 CPB 34.98
9 CPE 8.21
9 CPF 28.94
9 CPG 3.01
9 CPHI 0.29
9 CPK 89.55
9 CPL 17.34
9 CPLG 12.18
9 CPLP 2.18
9 CPRI 42.98
9 CPRT 50.02
9 CPRX 2.43
9 CPS 75.19
9 CPSI 26.09
9 CPSS 3.87
9 CPST 0.85
9 CPT 96.59
9 CPTA 8.23
9 CQP 40.53
9 CQQQ 43.85
9 CR 83.77
9 CRAI 42.16
9 CRAY 21.58
9 CRBP 7.18
9 CRC 20.49
9 CRCM 22.99
9 CREE 49.77
9 CREG 1.16
9 CRESY 13.47
9 CRF 11.72
9 CRH 29.06
9 CRI 84.46
9 CRIS 1.13
9 CRK 5.96
9 CRL 122.37
9 CRM 148.57
9 CRMD 1.88
9 CRMT 70.8
9 CRNT 4.25
9 CRNX 24.42
9 CRON 18.91
9 CROX 28.57
9 CRR 4.37
9 CRS 44.81
9 CRSP 32.18
9 CRTO 24.47
9 CRUS 38.53
9 CRVL 62.42
9 CRVS 3.85
9 CRY 27.17
9 CRZO 12.36
9 CS 12.42
9 CSBR 11.3
9 CSCO 46.66
9 CSF 40.52
9 CSFL 24.69
9 CSGP 381.23
9 CSGS 35.25
9 CSII 29.88
9 CSIQ 20.92
9 CSL 107.31
9 CSLT 2.75
9 CSOD 55.28
9 CSQ 11.74
9 CSS 8.72
9 CSTE 14.88
9 CSTM 8.23
9 CSU 7.09
9 CSV 19.8
9 CSWC 21.65
9 CSWI 51.3
9 CSX 66.39
9 CTAS 186.54
9 CTB 34.35
9 CTBB 20.31
9 CTBI 41.31
9 CTG 4.31
9 CTK 11.77
9 CTL 15.05
9 CTLT 36.64
9 CTMX 16.33
9 CTO 59.99
9 CTRA 64.14
9 CTRC 3.68
9 CTRE 22.04
9 CTRL 19.71
9 CTRN 20.69
9 CTRP 32.25
9 CTS 28.04
9 CTSH 69.71
9 CTSO 7.37
9 CTT 8.91
9 CTV 22.49
9 CTWS 67.3
9 CTXS 101.22
9 CUB 63.64
9 CUBA 5.62
9 CUBE 30.74
9 CUBI 20.19
9 CUE 4.99
9 CUK 56.87
9 CULP 18.67
9 CURE 51.6
9 CURO 12.56
9 CUTR 13.84
9 CUZ 8.86
9 CVA 15.79
9 CVBF 22.2
9 CVCO 158.23
9 CVCY 19.82
9 CVE 8.07
9 CVEO 2.29
9 CVGI 7.32
9 CVGW 81.44
9 CVI 40.2
9 CVIA 4.82
9 CVLT 65.42
9 CVLY 22.48
9 CVM 2.87
9 CVNA 37.19
9 CVRS 1.18
9 CVS 65.98
9 CVTI 24.21
9 CVX 113.18
9 CW 114.41
9 CWB 49.89
9 CWBR 3.18
9 CWEB 23.86
9 CWEN 14.97
9 CWH 14.12
9 CWI 35.1
9 CWK 16.56
9 CWST 30.09
9 CWT 46.69
9 CX 5.36
9 CXE 4.93
9 CXH 9.46
9 CXO 119.95
9 CXP 21.6
9 CXSE 67.59
9 CXW 19.71
9 CY 13.98
9 CYB 25.99
9 CYBE 20.89
9 CYBR 86.05
9 CYD 16.79
9 CYH 3.73
9 CYOU 19.96
9 CYRX 10.11
9 CYTK 6.94
9 CYTR 0.57
9 CYTX 0.3
9 CZNC 24.88
9 CZR 9.06
9 CZWI 11.67
9 CZZ 10.72
9 D 69.5
9 DAIO 5.85
9 DAL 50.19
9 DAN 17.74
9 DAR 21.31
9 DATA 127.99
9 DAVA 24.14
9 DAVE 4.61
9 DB 9.28
9 DBA 16.98
9 DBC 15.63
9 DBD 4.19
9 DBEF 29.66
9 DBEU 26.7
9 DBGR 24.77
9 DBLV 63.03
9 DBO 10.01
9 DBVT 6.67
9 DBX 23.92
9 DCAR 0.38
9 DCF 8.39
9 DCI 47.35
9 DCIX 0.8
9 DCO 39.36
9 DCOM 19.71
9 DCP 34.15
9 DCPH 26.07
9 DD-B 99.9
9 DDD 12.27
9 DDIV 22.95
9 DDM 43.14
9 DDS 66.96
9 DE 162.81
9 DEA 17.91
9 DECK 126.73
9 DEI 37.63
9 DELL 47.82
9 DEM 43.88
9 DENN 17.59
9 DEO 144.98
9 DERM 6.66
9 DES 27.1
9 DESP 15.03
9 DEST 2.98
9 DEW 44.52
9 DF 4.03
9 DFE 57.9
9 DFEN 42.16
9 DFIN 14.52
9 DFJ 68.13
9 DFRG 7.87
9 DFS 67.64
9 DG 115.48
9 DGAZ 90.78
9 DGICA 13.26
9 DGII 11.47
9 DGLD 43.92
9 DGLY 3.64
9 DGRO 35.03
9 DGRW 40.33
9 DGS 45.71
9 DGX 87.0
9 DHI 37.28
9 DHIL 155.3
9 DHR 108.96
9 DHT 4.05
9 DIA 250.03
9 DIN 76.83
9 DIOD 32.46
9 DIS 109.98
9 DISCA 26.58
9 DISCK 24.96
9 DISH 29.59
9 DJCI 14.95
9 DK 32.64
9 DKL 30.32
9 DKS 34.87
9 DLA 23.53
9 DLB 61.08
9 DLHC 5.0
9 DLN 89.28
9 DLPH 17.83
9 DLR 107.61
9 DLR-H 25.34
9 DLR-J 22.98
9 DLS 64.68
9 DLTH 23.0
9 DLTR 96.09
9 DLX 47.82
9 DMB 12.44
9 DMLP 16.74
9 DMPI 0.37
9 DMRC 19.26
9 DMRS 52.19
9 DNB 144.6
9 DNBF 35.73
9 DNJR 8.13
9 DNKN 68.54
9 DNLI 19.04
9 DNOW 13.79
9 DNP 11.09
9 DNR 2.08
9 DO 11.03
9 DOC 17.91
9 DOCU 48.57
9 DOD 24.21
9 DOG 57.37
9 DOMO 25.87
9 DOOR 55.1
9 DORM 85.99
9 DOV 89.16
9 DOVA 7.7
9 DOX 55.58
9 DPLO 13.43
9 DPW 0.09
9 DPZ 276.21
9 DQ 36.34
9 DQML 24.13
9 DRAD 0.7
9 DRD 2.16
9 DRE 29.84
9 DRH 10.07
9 DRI 105.85
9 DRIO 0.71
9 DRIP 10.55
9 DRNA 9.86
9 DRQ 37.66
9 DRRX 0.6
9 DRUA 24.0
9 DRYS 5.16
9 DS 4.12
9 DSGX 30.94
9 DSKE 4.05
9 DSL 19.05
9 DSLV 25.34
9 DSPG 12.51
9 DSS 1.0
9 DSU 10.42
9 DSW 27.16
9 DSX 2.94
9 DTE 115.36
9 DTEA 1.51
9 DTF 12.94
9 DTH 39.46
9 DTLA- 20.81
9 DTN 82.64
9 DTV 53.49
9 DTY 26.67
9 DTYS 19.48
9 DUK 86.2
9 DUKB 24.96
9 DUST 19.26
9 DVA 56.01
9 DVAX 10.92
9 DVEM 30.94
9 DVN 27.56
9 DVY 94.12
9 DVYE 41.54
9 DWDP 59.52
9 DWM 49.65
9 DWT 9.09
9 DWX 37.15
9 DX 6.06
9 DXC 63.41
