hour stock vwap
11 MTH 42.65
11 MTN 185.52
11 MU 38.3
11 MYL 30.8
11 MYSZ 0.79
11 NDAQ 86.19
11 NFLX 340.89
11 NIO 7.49
11 NOW 209.09
11 NTES 243.51
11 NVCN 0.75
11 NVDA 137.23
11 NVEC 93.3
11 NVRO 49.95
11 NWLI 301.2
11 NYCB 11.4
11 OHGI 0.15
11 OILU 21.3
11 OKTA 79.39
11 ON 20.12
11 OZK 31.48
11 PAAS 14.86
11 PACB 6.75
11 PBI 7.22
11 PBR 15.98
11 PEP 110.78
11 PHM 27.26
11 PHX 15.48
11 PTI 3.04
11 PULM 0.17
11 PVTL 18.23
11 PXLW 3.34
11 PYPL 88.52
11 QCOM 51.33
11 QQQ 166.04
11 QTT 9.7
11 REML 25.0
11 RHT 176.13
11 ROKU 44.03
11 RUBY 13.98
11 RWT 15.89
11 SAR 23.02
11 SBGL 3.27
11 SBUX 68.16
11 SCO 20.51
11 SCYX 0.94
11 SDS 37.38
11 SFIX 23.26
11 SGH 24.03
11 SH 29.31
11 SHOP 160.94
11 SIMO 40.93
11 SINA 57.89
11 SKX 27.03
11 SLAB 77.44
11 SMAR 30.23
11 SMBC 34.43
11 SNAP 6.64
11 SPLK 123.6
11 SPOT 136.81
11 SPXU 37.63
11 SPY 267.43
11 SQ 71.36
11 SQQQ 13.03
11 SRDX 52.98
11 SRRK 15.84
11 STWD 21.82
11 SXI 79.34
11 SXTC 6.25
11 T 29.34
11 TAK 20.39
11 TBBK 8.54
11 TEAM 94.99
11 TEVA 20.27
11 TIS 1.07
11 TLRY 77.07
11 TMDI 3.82
11 TMFC 20.45
11 TMUS 68.74
11 TNDM 42.71
11 TPB 35.13
11 TQQQ 45.05
11 TRX 0.53
11 TSLA 304.73
11 TSN 62.11
11 TTEK 50.44
11 TVIX 42.99
11 TVPT 15.66
11 TWLO 104.13
11 TWTR 32.89
11 TXN 101.98
11 UCO 18.23
11 UGAZ 38.77
11 UHAL 359.0
11 ULTA 286.02
11 UNG 25.59
11 UPS 100.32
11 UVXY 56.53
11 V 140.72
11 VALE 12.57
11 VALU 21.45
11 VLO 83.57
11 VOO 245.84
11 VRSK 117.31
11 VRTX 186.74
11 VTVT 2.87
11 WDAY 171.69
11 WDC 43.79
11 WFC-L 1292.35
11 WMT 94.79
11 WPP 57.23
11 WRD 17.4
11 WTER 3.42
11 WTI 5.11
11 WWE 83.05
11 WYNN 122.76
11 X 21.27
11 XLB 54.13
11 XLE 63.4
11 XLF 25.96
11 XLK 66.39
11 XLNX 112.8
11 XLY 107.73
11 XOP 31.12
11 YANG 50.82
11 YNDX 33.87
11 Z 33.62
11 ZVZZT 10.0
11 ZYNE 5.23
